ref,text,translated,source_zip_file
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Saŋga bo i wo birisi su n sɔ ni, na Micɛra n dɛɛ mɛrɛkɛ aba i dɔ alɛlɛ nu, aba ase i ka, “Fɛmɛ Davidi anuma Yosefu, má a soro sɛrɛ ka a ja Mariya, na a fa i kɔ u dika, dama Nyɛmɛ Awiɛwiɛ Casi ni maari i nyinsɛ n a.","But while he was thinking about these things, an angel of the Lord appeared to him in a dream and said, “Joseph, son of David, do not be afraid to take Mary as your wife, because what is conceived in her is from the Holy Spirit.",output_proprietary_batch1
"where they stayed until Herod died. So the Lord's promise came true, just as the prophet had said, “I called my son out of Egypt.” The Killing of the Children","na ba wo dɔ haari Fɛmɛ Herode aba awu. Ahin yoori sɔ ni, i ma kabo Micɛra n ma i nɔaniɛ kan­fɔm n yo jɔjɔɔri n yo yii­wa a. I ŋa, “Ma fere m wa n afite Ijipiti asiɛn n su.” Kabo Fɛmɛ Herode ma bu kuunri nbaa­biɛsɔ kan kanm ni","After Herod died, an angel of the Lord appeared in a dream to Joseph in Egypt and said, “Get up, take the child and his mother and go to the land of Israel, for those who were trying to take the child’s life are dead.” So Joseph got up, took the child and his mother, and went to the land of Israel.",output_proprietary_batch1
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Nyini kere ka, kabo Nyɛmɛ nɔaniɛ kan­fɔ Jeremiya yo jɔjɔɔri n ayo yii­wa. I ŋa,","You see, this is what the LORD said to Jeremiah concerning this matter. So,",output_proprietary_batch1
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Yasu fa baa n ni i ni, na am kpie am nyi kɔ Yisareli asiɛn su, dama minɛm bo bu kpiiri ka bu kun baa ni, ba wu.”","Jesus said to them, ""Truly I tell you, no prophet is accepted in his hometown, but I tell you the truth, there were many widows in Israel in the days of Elijah, when the sky was shut for three and a half years, and there was a severe famine throughout the land.""",output_proprietary_batch1
Do something to show you have really given up your sins.,Am yo sakpa bo i kere ka am akaaki am wo.,I will not go if you do not go with me.,output_proprietary_batch1
"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Dɔ na wɔ ti akonvi be ŋga aŋgoro, i ŋa, “Ahin ti m wa a, m koro i agaya, m ahore ajɔ i ŋu.”","The chief told the young man not to play, saying, “If you come here, I will beat you, I will not allow you to enter.”",output_proprietary_batch1
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","I yasuuri Nazarɛti miɛ n nu ni, na wɔ kɔ awo Kapɛnam miɛ kpiri n bo i wo dodo Galili kunma kpiri ni, na i wo Zabulon­fɔm ni Nafatali­fɔm dɛɛ awɔrɛ n nu ni.","When Jesus of Nazareth heard this, he went and stayed in Capernaum by the sea in the region of Galilee, in the area of Zebulun and Naphtali, to fulfill what was said.",output_proprietary_batch1
"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","Na Yesu ase ka, “Ambɛrɛ, m susu­fɔm ni, am ti ka njin wo durunya n nu a. Ama, nzɛn njin fiɛfiɛ nya ba saari wieeri, i koro yo má i fiɛfiɛ kun. Nyini saŋga ni, wɔ ka ŋgbɛɛn lɛɛ, ŋka bu fá butu wɔ, na minɛm tiɛntiɛn saŋga i ni fa.","Jesus said, ""Truly, truly, I say to you, unless you eat the flesh of the Son of Man and drink his blood, you have no life in you. But whoever eats my flesh and drinks my blood has eternal life, and I will raise them up at the last day.""",output_proprietary_batch1
"If a soldier forces you to carry his pack one kilometer, carry it two kilometers.","Nzɛn faŋga­fɔ be miɛɛri u ka a sɔ i sɔɔri kɔ ju ajaari natii­wa akpii kun ma i, kaba fa i kɔ ju akpii nnyɔ.","If someone gives you a gift and you don't appreciate it, next time they will give it to someone else instead of you, so appreciate what you are given.",output_proprietary_batch1
"When people ask you for something, give it to them. When they want to borrow money, lend it to them. Love (Luke","Sɔnɔ bo i sereeri u deke be, má a kpiɛ i, na sɔnɔ bo i ŋa a fiɛ i deke be, má a kete.” Kabo Yesu kereeri ka ya koro minɛm bo bu kpɔ ya ni","If you do good only to those who do good to you, it is nothing; but if you do good to those who do not do good to you, it is something.” This is what Jesus taught so that everyone would know.",output_proprietary_batch1
