ref,text,translated,source_zip_file
"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Foesũ kĩ Yosef nyinya a, ɛkɔã Maria ndɛ ayekĩ Baguma ode fɔtɔ ɔnyanɛ bi ye a.","Before Joseph was born, Mary became pregnant by God through a spirit.",output_proprietary_batch1
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","ade ebi ye kĩ, “Yidza, kakpã obisɛ̃ a mɔ ɔma mimuniki minaa Israelfɔ tite akũ, kitonɛkĩ bikĩ bɛwɛ kĩ bakɔ obisɛ̃ a ku.”","And he said to them, ""Go, and ask the people of Israel about the things that happened, because they want to ask about it.",output_proprietary_batch1
"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Lɛmɛ kĩ Yosef nu kĩ bidzina Arkelao lɛgã nɛ ɔlɛga Herodes kadzakɔ̃ nɛ Yudea a, evila awã kanaa. Baguma buki ɛnyɛ foe ɛtsa ye nɛ kɔda kamɛ kĩ ɛtanaa awã, foesũ ɛdzakũ ɛnaa Galilea amantam kamɛ,","But when Joseph heard that Archelaus was reigning in Judea in place of his father Herod, he was afraid to go there. But having been warned in a dream, he departed for the region",output_proprietary_batch1
"He said, “Turn back to God! The kingdom of heaven will soon be here.”","Ɛlɛ kĩ, “Midani mi tɔwɔlɛ kamɛ, kitonɛkĩ Baguma lɛgãkanyakɔ̃ a fuã!”","He said, ""In my people's land, because God's mighty hand will appear!",output_proprietary_batch1
From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,"Bati kato Yerusalem, Yudea tite flee mɔ tite a kĩ tifuã Yordan ɔwɔ a flee akũ kaya nɛ ye sɛkɛ̃.","People from Jerusalem and Judea went and were baptized by him in the Jordan River, confessing their sins publicly.",output_proprietary_batch1
After Jesus had gone without eating for,"Kĩ Yesu dzi katanya, lɛnyɛ mɔ suwa fuwi tɛna flee a, kɔlɛ kɔ ye.","When Jesus had finished speaking, the crowds were amazed at his teaching.",output_proprietary_batch1
"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Yesu kpa mbuayɛ kĩ, “Lɛmɛ Katsɛlɛ Kpalɛwa a buki kɛlɛ kĩ, ‘Tasɔ boe Ɔlate nɔ Baguma a ɔdã.’ ”","Jesus answered, saying, ""But the Holy Spirit says, 'God will be with you and protect you.",output_proprietary_batch1
"You are the salt for everyone on earth. But if salt no longer tastes like salt, how can it make food salty? All it is good for is to be thrown out and walked on.","“Mila ndɛ lɛdɛmɛ mikpa batidziwa flee. Lɛmɛ ntɛ lɛdɛmɛ yɛla de ɔmɛnɛ ni, osi odima lɛláa kĩ baatsã bibuki bido de ɔmɛnɛ. Lɛdani fɔtsa pupulidza foesũ bata de kawula lɔkɔa bati asumini de.","I will tell you good news. We will tell them about ourselves, so that they will know that they will read their own books about us. We have made much effort to write so that all",output_proprietary_batch1
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Minu lɛmɛ kĩ bibi kɔkɔɛ bati a kĩ, ‘Mitatu mi fubo, mbom mikɛna nɛ fubo a kĩ milɔ mikpa boe Ɔlate a akũ.’","And he said to all the people that, 'You are my people, but you will serve the people so that you may give glory to the Lord.",output_proprietary_batch1
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Mikɔ̃ milɛ kĩ, ‘Oo,’ ĩye ‘Oowo.’ Kalɛ bɛbã kĩ mialɛ nɛ kakĩĩ liti to Oti Kpa a sɛkɛ̃. Yesu Fɔtsa Katsa Nɛ Tɔkpa Kakɛna Kase Tɔkpa Kɔtɔ Akũ.","I said to them that, 'Yes,' or 'No.' But they said that we should not do that on the Sabbath day. Jesus Heals the Sick and a Withered Hand on the Sabbath.",output_proprietary_batch1
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,"ayekĩ míadani boe Ɔlɛga nɛ ode a babi. Kitonɛkĩ ye afɔ̃ suwa ata kakpa bati wĩ mɔ bati kpa flee, ade yafɔ̃ oni ako kakpa bati kĩ badã kpĩĩ mɔ bikĩ baádã kpĩĩ a flee a.","When we arrived at Olege, we saw a baby. Because it had three teeth, some white and some black, and it also had two eyes, one of which was very red and the other not",output_proprietary_batch1
"When you give to the poor, don't let anyone know about it.","Foesũ nɔ kɔ̃ ntɛ akɛna sɛmɛ kalɛ ɔkpa ohiãni ni, tafɔ̃ nɔ ɔkɔba paa malo linyi lɛtsama nɛ foe akũ.","Foesun went to Akana to see a sick man, and Tafon came back very late because he was working.",output_proprietary_batch1
"When you pray, don't be like those show-offs who love to stand up and pray in the synagogues and on the street corners. They do this just to look good. I can assure you that they already have their reward.","“Ntɛ miabɔa mpaɛ ni, mitakɛna ndɛ anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ a aye. Bawɛ kayidza kadza kabɔa mpaɛ nɛ Yudafɔ fɔtsɛnakɔ̃ mɔ tɔblɔnu fɔbalikɔ̃ ayekĩ odi nyɛ odi aamɔ be. Mabi mi nɛ ɔnɔkɔali kamɛ kĩ bɛtɛ be kɔtɔkase a lodo kɔkɔɛ.","When you pray, do not use vain repetitions like the Gentiles do. For they think that by their many words they will be heard. Do not be like them, for your Father knows what you need",output_proprietary_batch1
"You should pray like this: Our Father in heaven, help us to honor your name.","Foesũ mibɔa mpaɛ kĩ, ‘Boe Ɔlɛga kĩ edeĩ nɛ ode, nɔ dĩ akũ lɛkpalɛ.","We pray, ‘Father God, you are good, and your name be praised.",output_proprietary_batch1
"Instead, comb your hair and wash your face.","Ntɛ asui onukpɛ̃ ni, vɔlɛ anɛ, do kugua nɛ lɔlɔ kamɛ kasɛla tɔlɔ,","When the sun sets, they will go to the market and buy food and clothes.",output_proprietary_batch1
"Then others won't know you are going without eating. But your Father sees what is done in private, and he will reward you. Treasures in Heaven (Luke","ayekĩ bati bɛbã lɛláanyi kĩ asui onukpɛ̃. Nɔ Ɔlɛga a, kĩ baámɔ mɔ anɛ a odi aanyi, ade Ɔlɛga a kĩ yamɔ fɔtsa nɛ kabɛla kamɛ a aase nɔ foe kɔtɔ a. Ode Lɛgãkanyakɔ̃ Nyɛ Akũ Kana Fɔtsa Kakpɔtakɔ̃.","They say that people came to settle and found peace. In Olega, when they saw that the land was good for living, and Olega, which had many trees and forests, became a place of",output_proprietary_batch1
Look at the birds in the sky! They don't plant or harvest. They don't even store grain in barns. Yet your Father in heaven takes care of them. Aren't you worth much more than birds?,"Midã kɔvɔlabi, kɔádu funitsã, kɔákpɔta funitsã kako nɛ tili kamɛ, lɛmɛ mi Ɔlɛga nɛ ode a adɔɔla koe! Mbɔɛɛ mitátɛ kɔya miba kɔvɔlabi?","I am a child, I lack strength, I possess no strength whatsoever in my body, but I am Olega who will not be sold! Why should I be like a child?",output_proprietary_batch1
Everyone who asks will receive. Everyone who searches will find. And the door will be opened for everyone who knocks.,"Kitonɛkĩ odi nyɛ odi kĩ ɛwã fɔtsa ni, yana foe. Odi nyɛ odi kĩ ɛwɛ litsedi ni, yaamɔ de, ade odi nyɛ odi kĩ yabɔa opunu ni, baabinya bɛkpa ye.","If a person does evil, they will suffer. A person who has wisdom will find a way, and a person who is humble will be honored.",output_proprietary_batch1
"But I will tell them, “I will have nothing to do with you! Get out of my sight, you evil people!” Two Builders (Luke","Ade awã mɔ maabi be kĩ, ‘Ĩnyína mi koũ. Midzakũ nɛ yĩ anɛ kamɛ, mi tɔkpa bakɛnanɛ!’ Yesu Fɔtsa Katsa Nɛ Fɔla Bakenɛ Nviã Akũ.","And he said to his disciples, 'Do not let your hearts be troubled. Believe in God, believe also in me!' Jesus taught his disciples these things.",output_proprietary_batch1
"So God's promise came true, just as the prophet Isaiah had said, “He healed our diseases and made us well.” Some Who Wanted To Go with Jesus (Luke","Fukĩ ɛkɛna kĩĩ ya nɛ foe kamɛ ndɛ ayekĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya lɛ eyi kĩ, “Ye mɔawɛ lɛkɔa boe lubo kamɔ, mɔ fɔsɔ ahɔlɔ ahɔlɔ ete nɛ ye akũ!” Bati Kĩ Bɛwɛ Kĩ Baatomɔ Yesu.","For this is what is written in the book of the prophet Isaiah: “I will send my messenger ahead of you, who will prepare your way before you!” People Who Were Waiting For Jesus",output_proprietary_batch1
"After Jesus left in a boat with his disciples,",Yesu wo nɛ ɔkɔlɔ odi kamɛ ade ye fɔtsa bakɔlɛnɛ a tomɔ ye a.,"Jesus, he also saved all people from their sins.",output_proprietary_batch1
"After Jesus had crossed the lake, he came to shore near the town of Gadara and started down the road. Two men with demons in them came to him from the tombs. They were so fierce that no one could travel that way.","Kĩ Yesu nawo Gadara tite akũ nɛ ɔwɔ lutubu baũ liti a, bati nviã kĩ hũhũ kpa na nɛ be kamɛ nɛ́ bito fɔkɛ kĩ babila banɔkpa kamɛ bɛyatsɛlamɔ ye. Ayekĩ be akũ deĩ libe sũ ni, odima lapuli katsã awã osi a katɛ̃.","When Jesus arrived in the region of Gadara, two demon-possessed men met him, coming out of the tombs. They were so fierce that no one could pass that way. And suddenly, they",output_proprietary_batch1
"But after the crowd had been sent out of the house, Jesus went to the girl's bedside. He took her by the hand and helped her up.","Kĩ bɛblɔmɛna bati a bɛnɛmɛna a, Yesu wo nɛ kabisɛ̃ɛ̃ a sɛkɛ̃ nɛ kɔla a kamɛ. Epi ke nɛ kɔkpɔ ade kinyinya kiyidza kɛdza a.","When the people gathered and sat down, Jesus took a basket of bread and fish. Then he broke it into small pieces.",output_proprietary_batch1
"When he saw the crowds, he felt sorry for them. They were confused and helpless, like sheep without a shepherd.","Kĩ ɛmɔ́ bati kɔdabu a, be akũ kɔ ye kɔnya, kitonɛkĩ kipiã be, bɛlá obumɛnanɛ ade bɛgba biko ndɛ baveli kĩ bɛlá ɔkpãnɛ a.","When a person dies suddenly, they take their spirit because they believe they will not be able to bear children like those who will have them.",output_proprietary_batch1
