ref,text
"“A virgin will have a baby boy, and he will be called Immanuel,” which means “God is with us.”","“Sapaamunn tan sa soor poor ki mar bonjabik, ki bi tan sa pur u sann Emmanuel.”"
"From David to the time of the exile in Babylonia, the ancestors of Jesus were: David, Solomon , Rehoboam, Abijah, Asa, Jehoshaphat, Jehoram; Uzziah, Jotham, Ahaz, Hezekiah, Manasseh, Amon, Josiah, and Jehoiachin and his brothers.","ki Josaya din mar Jekonaya nan u waarii, ba din soor Israel niib daaba ki saan namm Babilɔnn yoonba na."
"From the exile to the birth of Jesus, his ancestors were: Jehoiachin, Shealtiel, Zerubbabel, Abiud, Eliakim, Azor, Zadok, Achim; Eliud, Eleazar, Matthan, Jacob, and Joseph, the husband of Mary, the mother of Jesus, who is called the Messiah.","Jakɔb din mar Josef, ki Josef mun din tee Mari sɔrɔ, ki Mari din mar Yisa nba ki bi yiu Yennu Niganntɔɔ Masia na."
more to the birth of the Messiah. The Birth of Jesus (Luke,"Asor din mar Sadok, ki Sadok din mar Akim, ki Akim mun din mar Eliud."
"This is how Jesus Christ was born. A young woman named Mary was engaged to Joseph from King David's family. But before they were married, she learned that she was going to have a baby by God's Holy Spirit.","Ba din mar Yisa Masia biaŋinbae na: u naa Mari din tee Josef sarkpeŋe, ŋaan ki bi daa din ki kɔɔn leebi, ŋaan ki bi din tan la ki u mɔk poor, ki Yennu Seyeeŋ paŋ nie ki u soor poor maŋ."
Joseph was a good man and did not want to embarrass Mary in front of everyone. So he decided to quietly call off the wedding.,"Josef nba ki u din yaa wun kunɔ na din tee Yennu nipeemɔe. Li paak, u din ki loon ki wun nyinnir paanu ni ki lin dinn Mari fei, ŋaan u din lor u par nie nan u ji kan kɔɔnɔ."
"While Joseph was thinking about this, an angel from the Lord appeared to him in a dream. The angel said, “Joseph, the baby that Mary will have is from the Holy Spirit. Go ahead and marry her.","Wa ji din dukii linba na po nee, ki Yennu malaka baar u boor ni u dammiit ni ki tan betɔ a “Fin Josef, wunba tee David yaaboonn, daa yêen a sarkpeŋ Mari kɔɔnu, kimaan wa mɔk poor nba na tee Yennu Seyeeŋ paŋ nie ki u soor poor maŋ."
"Then after her baby is born, name him Jesus, because he will save his people from their sins.”","U tan sa mar bonjabike, ki a sa pur u sann Yisa, kimaan u tan sa nyinn u niib bi biit ni.”"
"So the Lord's promise came true, just as the prophet had said,",Linba na kur din tun a lin gbeen linba ki ti Yomdaanɔ Yennu din te ki u sɔkiniisɔɔ pak li po nee a
"After Joseph woke up, he and Mary were soon married, just as the Lord's angel had told him to do.","Josef nba din tan fiir gɔɔn ni yoonba ki u tun kaman nan Yennu malaka na nba betɔ biaŋinba na, ki ji din sak ki gaar u sarkpeŋ Mari,"
But they did not sleep together before her baby was born. Then Joseph named him Jesus.,"ŋaan u din ki dɔɔ nanɔ mɔkmɔk nan wa din tan mar u sapaanmar, bonjak na. Ki Josef din pur u sann Yisa."
"When Jesus was born in the village of Bethlehem in Judea, Herod was king. During this time some wise men from the east came to Jerusalem","Bi din mar Yisa dosau nna ni, ki bi yir Betlehem, ki li be Judea tingbouŋ ni. Bi din marɔ Bat Herod yooe. Li yoo na ki banntesiab din nyii yendopo ki baar Jerusalem ki tan boi niib a"
"and said, “Where is the child born to be king of the Jews? We saw his star in the east and have come to worship him.”","“Israel teeb kpanbar saakɔɔ nba ki bi marɔ na, u be lee? Ti daan la u ŋmaabire yendopo ki baar na a ti tan jiantɔ.”"
"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","Bat Herod nba din gbat nna maŋ, ki li biir ŋɔɔ nan Jerusalem teeb kur para ni, ki bi ji din ki fit kari."
"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”",Ki u din yiin Yennu jiantu yudamm nan sennu wannteeb ki tan boib a “Lee ki bi sa mar Yennu Niganntɔɔ Masia na?”
"They told him, “He will be born in Bethlehem, just as the prophet wrote,",Ki bi jiinɔ a “Betlehem doo nba be Judea tingbouŋ ni na; kimaan Yennu sɔkinii na din sɔb ki yaa a Yennu yet a
"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‘Fin Betlehem nba be Juda tingbouŋ ni na, a ki tee tinbik kaa Juda yiar ni, kimaan batsɔɔ tan sa nyi a nie, ki ŋɔɔe tan sii yen n niib Israel teeb.’ ”"
Herod secretly called in the wise men and asked them when they had first seen the star.,"Linba na poorpoe ki Bat Herod din yiin bannteeb maŋ woonin ni, ki tan boib ki fiitib fanu a wun bann yoo nba ki ŋmaabir na daan nyii;"
