ref,text,translated,similarity_score,source_zip_file
"Later, Leah had a daughter and named her Dinah.","A habɔɔ la, o lolɛ bihaah dɛ pa o sɔn Daena.","They said that, he will not go to Daena's house.",0.14259593,output_jonathan
God finished speaking to Abraham and then left.,"Korowii aa bol waa Abraham be tonɛ la, o le o be dɛ kaa.","Abraham's father was called Terah, and he had other sons.",0.4281771,output_jonathan
The servant explained: I am Abraham's servant.,"Ate o ŋɔ, “Abraham bonɔɔnee men.","And then, “Abraham’s children are we.”",0.5683386,output_jonathan
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"Asɛ Korowii swee andɛɛɡa tɛa dɛ ŋɔ, <<Hé loɡle dɛ́ warɛ dɛ su neerare ne mpo, ásɛ jumbii la ɡe loɡle dɛ́ su harɛ.>>","When Korowii was small and didn't know how to speak, he said, ""Hé, the log that fell on the waré tree has made it impossible for us to get neerare fruit, just like the log that fell on the haré tree.""",0.24286631,output_jonathan
Jacob also noticed that Laban was not as friendly as he had been before.,Jekɔb nyiŋi Laban dɛ na kɛŋɔ ɡɛ o ne o fa aa doa wubwa la ta ɡɛ doe kpa.,Jacob worked for Laban for seven years to marry his daughter Rachel.,0.46114838,output_jonathan
"When Bilhah and Jacob had a second son,",Bilha berɔ kpoŋe tea dɛ lolɛ bibaa ja.,They will come and meet us at the river bank.,0.1414335,output_onesimus007
"Jacob sent messengers on ahead to Esau, who lived in the land of Seir, also known as Edom.",Belaa Jekɔb tomɛ toroma ŋɔ bá tɔ o sie dɛ́ kaa o dɔɔ Esɔ be. Dɛ Esɔ soɡe harɛ bɛl baa dɛ yerɛ bela Edom.,"The sons of Jacob went to the land of Edom and said to them, 'Let us pass through your land.' But the Edomites refused and came out against them in battle.",0.5983125,output_onesimus007
and died at the age of,"Waa baa sewɛ la, dɛ o di bene lafraanuanaarɛ fifraanue.","They have gone to the farm, and they will return in the evening.",0.028759096,output_onesimus007
"The sun was coming up as Jacob was leaving Peniel. He was limping because he had been struck on the hip,","Jekɔb aa le Pɛneɛl dɛɛ kaa la dɛ wee leɔ. O kɛɡra la aa sora nomanta, dɛ o dɛ chole o ta.","Jacob went to Peniel and slept there that night. He took a stone and put it under his head, and he dreamed.",0.5737231,output_onesimus007
"Hagar thought, “Have I really seen God and lived to tell about it?” So from then on she called him, “The God Who Sees Me.”","Korowii aa bol waa Heeɡa be la nomanta, o pa bie la sɔn ŋɔ, “Korowii haa dɛ na mɛ,” dɛ ŋɔ, “Korowiirii n na dɛ ta so le nɔ naa?”","They said the hyena went to the farm of Heega, and when he got there, he found nothing, and he said, “The hyena has eaten everything,” and he said, “Has the hyena eaten everything including the farm owner?”",0.32650334,output_onesimus007
