ref,text,translated,source_zip_file,similarity_score,bleu_score,chrf_score,avg_score
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Niteme liboe lɛ gi Aya yɛ oboedoplɛɛ Yeremya apani aplɛ ɛ,",The book of the prophet Jeremiah is in the Bible.,Dec 08 output,,10.420976973984883,34.1974955018017,22.30923623789329
Look at the birds in the sky! They don't plant or harvest. They don't even store grain in barns. Yet your Father in heaven takes care of them. Aren't you worth much more than birds?,"Mledi liwɔ lɛ mɛ kudzɔʋi yɔ; kuʋíkpɛ bidɔ loo vini bidɔ kɔbla ní owle me, pɔ fɛ ɛ mlɔ Ɔka yɛ ní lifunu ne e izeedi kɔ aʋa. Mláŋa kedzi asani kɔ na a?","The child is crying and I don't know what to do; I've given it food and water but it refuses, and I don't know what's wrong with it, perhaps it's the work of the gods that's affecting it. What medicine can I use to heal it?",Dec 08 output,,1.1620776325474167,21.84290402061142,11.502490826579418
On that day they will be told they are either innocent or guilty because of the things they have said. A Sign from Heaven (Mark,"Lɛ ese linu si wɔ tutɔ wɔ eboe la biakɔ tsã litsi le ɔki wɔ, lɛ wɔ tutɔ wɔ eboe la biakɔ bu wɔ lipɔ.” Ɔsã nɔ badɔbasɛ batɔ ni Farisianɛatɔ beʋi i dɔni Yesu awla si ɔbitɛ linugutseboe","The one who is in heaven is the one who will help us, the one who is on earth is the one who will trouble us.” He said this to the Pharisees who were with Jesus and were trying to test him",Dec 08 output,,1.1498052049318417,22.95374392700607,12.051774565968955
"When the Son of Man appears, things will be just as they were when Noah lived.","Ɔnɔɛ Yebi ye kubaba ɛ, kwiaze ko ŋwisi nite gi lize ní Noa lipoe le me e.",God created us and put us on this earth and gave us everything including Noah's ark.,Dec 08 output,,2.1563101271914396,19.662315587745375,10.909312857468407
"But Jesus did not say anything, and the governor was greatly amazed. The Death Sentence (Mark",Pɔ̀ Yesu obu liboeboe onu tɔɔ gi lítu kesea ɔʋadi ye kugyɔ ɔ. Pilato atsa kutsépia akí Yesu,Then Jesus was led by the soldiers to the great hall and the whole battalion was gathered there. Pilate asked Jesus,Dec 08 output,,4.34373789135831,25.27255334869257,14.808145620025439
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Niteme liboe lɛ gi Aya yɛ oboedoplɛɛ Yeremya apani aplɛ ɛ,",The book of the prophet Jeremiah is in the Bible.,onesimus_31223989_Dec 12 output,,10.420976973984883,34.1974955018017,22.30923623789329
Look at the birds in the sky! They don't plant or harvest. They don't even store grain in barns. Yet your Father in heaven takes care of them. Aren't you worth much more than birds?,"Mledi liwɔ lɛ mɛ kudzɔʋi yɔ; kuʋíkpɛ bidɔ loo vini bidɔ kɔbla ní owle me, pɔ fɛ ɛ mlɔ Ɔka yɛ ní lifunu ne e izeedi kɔ aʋa. Mláŋa kedzi asani kɔ na a?","The child is crying and I don't know what to do; I've given it food and water but it refuses, and I don't know what's wrong with it, perhaps it's the work of the gods that's affecting it. What medicine can I use to heal it?",onesimus_31223989_Dec 12 output,,1.1620776325474167,21.84290402061142,11.502490826579418
On that day they will be told they are either innocent or guilty because of the things they have said. A Sign from Heaven (Mark,"Lɛ ese linu si wɔ tutɔ wɔ eboe la biakɔ tsã litsi le ɔki wɔ, lɛ wɔ tutɔ wɔ eboe la biakɔ bu wɔ lipɔ.” Ɔsã nɔ badɔbasɛ batɔ ni Farisianɛatɔ beʋi i dɔni Yesu awla si ɔbitɛ linugutseboe","The one who is in heaven is the one who will help us, the one who is on earth is the one who will trouble us.” He said this to the Pharisees who were with Jesus and were trying to test him",onesimus_31223989_Dec 12 output,,1.1498052049318417,22.95374392700607,12.051774565968955
"When the Son of Man appears, things will be just as they were when Noah lived.","Ɔnɔɛ Yebi ye kubaba ɛ, kwiaze ko ŋwisi nite gi lize ní Noa lipoe le me e.",God created us and put us on this earth and gave us everything including Noah's ark.,onesimus_31223989_Dec 12 output,,2.1563101271914396,19.662315587745375,10.909312857468407
"But Jesus did not say anything, and the governor was greatly amazed. The Death Sentence (Mark",Pɔ̀ Yesu obu liboeboe onu tɔɔ gi lítu kesea ɔʋadi ye kugyɔ ɔ. Pilato atsa kutsépia akí Yesu,Then Jesus was led by the soldiers to the great hall and the whole battalion was gathered there. Pilate asked Jesus,onesimus_31223989_Dec 12 output,,4.34373789135831,25.27255334869257,14.808145620025439
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Niteme liboe lɛ gi Aya yɛ oboedoplɛɛ Yeremya apani aplɛ ɛ,",The book of the prophet Jeremiah is in the Bible.,john_AC86BE0F_output (5),,10.420976973984883,34.1974955018017,22.30923623789329
Look at the birds in the sky! They don't plant or harvest. They don't even store grain in barns. Yet your Father in heaven takes care of them. Aren't you worth much more than birds?,"Mledi liwɔ lɛ mɛ kudzɔʋi yɔ; kuʋíkpɛ bidɔ loo vini bidɔ kɔbla ní owle me, pɔ fɛ ɛ mlɔ Ɔka yɛ ní lifunu ne e izeedi kɔ aʋa. Mláŋa kedzi asani kɔ na a?","The child is crying and I don't know what to do; I've given it food and water but it refuses, and I don't know what's wrong with it, perhaps it's the work of the gods that's affecting it. What medicine can I give it?",john_AC86BE0F_output (5),,1.211033800737062,21.3263244732609,11.268679136998982
On that day they will be told they are either innocent or guilty because of the things they have said. A Sign from Heaven (Mark,"Lɛ ese linu si wɔ tutɔ wɔ eboe la biakɔ tsã litsi le ɔki wɔ, lɛ wɔ tutɔ wɔ eboe la biakɔ bu wɔ lipɔ.” Ɔsã nɔ badɔbasɛ batɔ ni Farisianɛatɔ beʋi i dɔni Yesu awla si ɔbitɛ linugutseboe","The one who is in heaven is the one who will forgive your sins, not the one who is on earth. He said this to the Pharisees and the teachers of the law who believed they had the power to forgive sins on earth.",john_AC86BE0F_output (5),,2.045903267148538,26.934591635604132,14.490247451376336
"When the Son of Man appears, things will be just as they were when Noah lived.","Ɔnɔɛ Yebi ye kubaba ɛ, kwiaze ko ŋwisi nite gi lize ní Noa lipoe le me e.",God created us and put us on this earth and gave us everything including Noah's ark.,john_AC86BE0F_output (5),,2.1563101271914396,19.662315587745375,10.909312857468407
"But Jesus did not say anything, and the governor was greatly amazed. The Death Sentence (Mark",Pɔ̀ Yesu obu liboeboe onu tɔɔ gi lítu kesea ɔʋadi ye kugyɔ ɔ. Pilato atsa kutsépia akí Yesu,"Then Jesus was led by the soldiers to the governor's palace, and the whole cohort was there. Pilate asked Jesus",john_AC86BE0F_output (5),,7.645949399477267,30.847572508866506,19.246760954171886
"So the Lord's promise came true, just as the prophet Jeremiah had said,","Niteme liboe lɛ gi Aya yɛ oboedoplɛɛ Yeremya apani aplɛ ɛ,",The book of the prophet Jeremiah is in the Bible.,output_JA-4,,10.420976973984883,34.1974955018017,22.30923623789329
