ref,text,translated,source_zip_file,similarity_score
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",Na kuƒi kɔmmɔ na Katɔti ɔ́lɔ ɔnii kayaa. Na useyi údu na kadi kégye na limeyi linyɔdi lɛ́vi.,He gave food to Katoti and his wife. They ate and then thanked the person who gave them the food.,output_proprietary_batch1,0.1943359375
So God created humans to be like himself; he made men and women.,"Ɔmmɔ ɔsu Katɔti údie ukyuli na ɔ́lɛ-nwu na nwuna udu kenye. Údie-ma, na badi ɔnana ku uleku.","It rained heavily yesterday and the river overflowed its banks. Because of that, the road became muddy and slippery.",output_proprietary_batch1,0.0399169921875
I have provided all kinds of fruit and grain for you to eat.,"Ɔmmɔ kama ni, Katɔti ɔ́su bekyuli bammɔ ɔnini, “Binu! Líti livo lidu ku adingyii lidu ƒui líte-mii nnii enwini bina adila.","He was not happy, so Katoti said to his friends, “Come! Let us go to the river and catch some fish for us to eat this afternoon.”",output_proprietary_batch1,0.2288818359375
So the heavens and the earth and everything else were created. The Seventh Day,Lɛni na Katɔti úti ɔ́wɔlɔ katɔ ku kalɔ ku ala ani ƒui nkya-nya kemmo budie.,Today in Katoti they are selling plantain and yam and also some fresh fish and a little bit of honey.,output_proprietary_batch1,0.03375244140625
"God blessed the seventh day and made it special, because on that day he rested from his work.",Na limeyi lɛmmɔ lɛdanku kusɛ kusɛ na lise kedee ka ɔ́ƒuna-ni úse ɔsu. Ɔsika limeyi lɛmɛni lɛlɔ na ɔ́nwuna ɔni na údie ala ƒui ɔ́wɔlɔ. Adam Ku Hawa Lɛlɔ Kɔtɛ,The first people did not know anything at all about good and evil. They only knew what God told them to do and what He told them not to do. Adam and Eve's Story,output_proprietary_batch1,0.17919921875
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,Amu na Unwoti Katɔti úti ukyuli ɔni na ɔ́vɔ mmɔ ɔ́kya Eden kemo kammɔ kemmo ka utaabla-ka lɛlɔ kabla na utaanu-ka lɛlɔ.,God and the first people lived together in the garden called Eden before they ate the forbidden fruit.,output_proprietary_batch1,0.5224609375
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","Nsu kugyii kɔni mɔɔyá na ukyuli ɔɔnu lɛbuni ku likpidi taati aku ni, tadi-ku ebi. Ɔsika si ádi kugyii kɔmmɔ ebi ni, bukpi kani na adubo bukpi.”","If you want to plant maize, you must clear the land well and make ridges before you sow. The hoe that is used for planting is different from the one used for weeding.",output_proprietary_batch1,0.038665771484375
"You will sweat all your life to earn a living; you were made out of soil, and you will once again turn into soil.”",Na adubuni ewulu na ƒula lɛtɛntɛ asa na akɛ ƒula lɛdila weti wetédu uwi ɔni na adubɔsɔ enwini esie kalɔ kemmo. Ɔsika aka na líti lɛ́vɔ-ɔ. Lɛti na adi na lɛti kani na adubɔsɔ enwini.”,They planted maize and beans together so that the beans would climb on the maize and the harvest would be plentiful. Money is scarce these days. That is what they did and that is how the harvest became plentiful.,output_proprietary_batch1,0.293701171875
"and Abel also gave an offering to the Lord. He killed the first-born lamb from one of his sheep and gave the Lord the best parts of it. The Lord was pleased with Abel and his offering,",Na Abel lɛnɔ útáƒuna nwuna baƒonu bedeedi bani na báka bɔwɔ akɔ unwi na úti kakɛ kani nélie lɛmwi kaduɛ úboku úbete Unwoti Katɔti. Na Abel lɛlɔ lɛ́da Unwoti Katɔti kubiti geen ku nwuna etela.,"And Abel brought the best portions of the firstborn of his flock and their fat, and the Lord was pleased with Abel and his offering. But for Cain and his offering, the Lord did not look with favor.",output_proprietary_batch1,0.7919921875
but not with Cain and his offering. This made Cain so angry that he could not hide his feelings.,Nsu Kain ku nwuna etela átada Unwoti Katɔti kubiti. Ɔmɛni ɔsu Kain úti kɔnyi kati kati na nwuna anumi ávumana.,The story of Cain and his brother is found in the Holy Bible. It tells how Cain became jealous and killed his brother because of envy.,output_proprietary_batch1,0.572265625
