ref,text,translated,similarity_score,source_zip_file
It is like what happens when a mustard seed is planted in the ground. It is the smallest seed in all the world.,"Ka sɩɩ sɩba kaŋmɩnɩŋ biŋ vuoŋ dɩ nagɩna a bʋrɩ tɩŋgbaŋ ma, ka yi jabɩŋ a tɩaŋ nyɩŋbʋra mana mana dʋnɩa ma ma,","And the person who is going to the man's house and the woman is cooking, and the child is playing while the mother is watching a lot, is happy.",0.12559932,output_mich001
"No one was able to give Jesus an answer, and from that day on, no one dared ask him any more questions.","Die ba wʋnyɩ mana die ka bɩagɩ a yiŋŋi a balɩ wɩɩŋ, die wɩa a nyɩŋ dɩnda daarɩ mi yaa gamma vuoŋ die ka bɩ yaa sikimiŋ a baaŋ nan bɩagɩ a pɩasɩ Yisa wʋpɩasɩka.","The people are moving to the land, the ones coming to the city, the ones working in the fields and with the village, the ones going to the market and to Jesus' cross.",0.27494758,output_mich001
"Someone may say, “Here is the Messiah!” or “There he is!” But don't believe it.","“Saŋka mi dɩɩ yi vuoŋ dɩ a keŋ a balɩ nɩ dɩ, ‘Nɩ ye, Masia wa wʋnna yaa ʋ benne mi wo’, nɩ daa keŋ yi wo yada;","Listen, my brother, and speak to the people and say to them, 'I say, Masia is my friend; you give me my food,' and he said to you, know...",0.23556373,output_mich001
and from then on he started looking for a good chance to betray Jesus. Jesus Eats the Passover Meal with His Disciples (Mark,Die a nyɩŋ daarɩ mi Judasi die wa a paalɩ a yaala sievɩɩnɩŋ dɩ ʋ nagɩ Yisa a yi ba nuusi me. Yisa aŋaŋ ʋ kʋaŋandɩɩsɩrɩba die dɩ dine gasɩtɩaŋkʋ dʋʋga nyindiike dene (Maki,"He was betrayed by Judas, and he was given thirty pieces of silver by Jesus. Jesus said to him, ""Do quickly what you have to do."" (Mark)",0.68367505,output_mich001
I was frightened and went out and hid your money in the ground. Here is every single coin!”,"Die wɩa ŋmaamɩŋ die yalla mɩŋ die maŋ nyɩŋ a nagɩ fʋ ligirebu a lɔbɩrɩ tɩŋgbaŋ. Die wɩa, ka wʋnna, tuo fʋ jaaŋ.’",something,0.2107827,output_mich001
"On the day of judgment many will call me their Lord. They will say, “We preached in your name, and in your name we forced out demons and worked many miracles.”","Sarɩya diile daarɩ dɩ keŋ tʋgɩ, daadaaŋ pam nan ballɩ a yɩ mɩŋ, ‘N Yɔmʋtieŋ, N Yɔmʋtieŋ, die fʋ saaŋ ma tɩ balla Ŋmɩŋ wɩa, die fʋ saaŋ ma die tɩ yaga jɩmbɩatɩtɩ vuosi ma, die fʋ saaŋ ma die tɩ yie mamachi tʋʋma.’","Saraya, the daughter of Daari, the wife of Keŋ Tugil, and Daadang, the mother of Nan Balli, said to him, ""N Yomvtien, N Yomvtien, give me this Ŋmɩŋ wɩa, give me this yaga jimbaititivuosi, give me this yie mamachi tʋma.""",0.22471277,output-onesimus_003
Pilate knew the leaders had brought Jesus to him because they were jealous.,Dama Paliti die sɩba a baarɩ haasɩ wɩa die ba yigi Yisa a keŋ yɩ wa.,"Dama Paliti spoke the word and said to Yisa, ""He is coming.""",0.2619542,output-onesimus_003
"Everyone was amazed at what they saw and heard. People who had never spoken could now speak. The lame were healed, the paralyzed could walk, and the blind were able to see. Everyone was praising the God of Israel. Jesus Feeds Four Thousand (Mark","Kpɩkpaakʋ die dɩ yene ta gaantɩba balɩ wɩa, ta gbarɩgɩsɩ dɩ chʋŋ, ta gbilisi dɩ ye alaafɩa, yɩɩsɩ dɩ yese wo die dɩ yi be mamachi. Die ba bɩrɩ Izara vuosi Ŋmɩŋ. Yisa die dɩ yɩna dembisi tuse anɩɩsa nyindiike dene (Maki","Kpɩkpaakʋ, the one called to the people of the village, to the elders who are wise, to the leaders who are respected, and the young ones and children called to serve. The ones from the family of Izara in the village of Ŋmɩŋ. He said the one called Yisa gathered the people to speak the word and (Maki)",0.3558482,output-onesimus_003
"So please order the tomb to be carefully guarded for three days. If you don't, his disciples may come and steal his body. They will tell the people he has been raised to life, and this last lie will be worse than the first one.”","Die wɩa yɩ nʋaŋ aŋ ba mɩŋŋɩ gbara ʋ vɔrɩkʋ a ga tʋgɩ daraa ataa wa daraaŋ. Dɩ daa die ʋ kʋaŋandɩɩsɩrɩba nan keŋ a gaarɩ ʋ nyɩŋgbaŋka, ta balɩ yɩ vuosisi dɩ ʋ hagɩ wa kuŋ me. Ta kʋaŋaŋ ŋmɩnchɩbɩsɩ gie nan wa a tɩaŋ bʋmbʋŋaŋ jaabʋ.”","The water that comes from the mountain flows into the river and the sea. They said that the one who went to the village to fetch the medicine, but he did not find it, then he returned to the town with empty hands. And the people of the village built a house for him.",0.22776067,output-onesimus_003
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","a baarɩ, “Hagɩ nagɩ bʋa wa aŋaŋ ʋ nuŋ wo a yiŋŋi a ga Izara tɩŋgbaŋ ma, dama vuodieke die dɩ yaalala ba kʋʋ wa wa kpiye mɩŋ.”","A Baarɩ said, ""The ones who come will find their way to Izara town, and Vuodieke and the people will know that they have come.""",0.3413018,output-onesimus_003
